County,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Jackson County,0.0264,0.3503,0.2485,0.2386,0.0856
Kanabec County,0.308,0.1304,0.1225,0.5565,0.2612
Kandiyohi County,0.2765,0.7684,0.5667,0.6895,0.5383
Kittson County,0.0232,0.1123,0.1037,0.609,0.0958
Koochiching County,0.1989,0.5119,0.2536,0.5323,0.3118
Lac qui Parle County,0.0169,0.4932,0.0932,0.1276,0.0535
Lake County,0.0741,0.2873,0.0474,0.1934,0.0805
Lake of the Woods County,0.0942,0.0264,0.2265,0.1588,0.0417
Le Sueur County,0.069,0.3408,0.2879,0.0786,0.0694
Lincoln County,0.0961,0.3073,0.0675,0.1002,0.069
Lyon County,0.2125,0.7245,0.4913,0.8498,0.5348
McLeod County,0.0875,0.2603,0.3086,0.2087,0.1126
Mahnomen County,0.944,0.8645,0.8941,0.8708,0.9577
Marshall County,0.0414,0.4925,0.2062,0.2246,0.1133
Martin County,0.2364,0.504,0.2536,0.3859,0.2867
Meeker County,0.0611,0.286,0.1508,0.2701,0.1018
Mille Lacs County,0.3754,0.6137,0.3484,0.7636,0.5406
Morrison County,0.217,0.1394,0.0474,0.2997,0.1448
Mower County,0.1845,0.8215,0.6083,0.6697,0.5021
Murray County,0.0719,0.5008,0.2733,0.0942,0.0983
Nicollet County,0.0468,0.2781,0.3888,0.5943,0.1877
Nobles County,0.5549,0.9599,0.8225,0.797,0.8323
Norman County,0.2326,0.2946,0.3535,0.4763,0.2806
Olmsted County,0.0627,0.2841,0.5654,0.6367,0.2361
Otter Tail County,0.2482,0.4852,0.2444,0.5221,0.3303
Pennington County,0.0436,0.2205,0.3217,0.5091,0.1416
Pine County,0.4493,0.1689,0.3446,0.8482,0.4919
Pipestone County,0.1059,0.7509,0.4248,0.2043,0.2288
Polk County,0.2027,0.4018,0.4314,0.8428,0.4365
Pope County,0.0315,0.0585,0.0821,0.1779,0.028
Ramsey County,0.4346,0.5278,0.7881,0.9456,0.7076
Red Lake County,0.0216,0.2978,0.2399,0.3143,0.0891
Redwood County,0.1047,0.3341,0.4085,0.3223,0.1794
Renville County,0.118,0.4957,0.4057,0.4375,0.2482
Rice County,0.2984,0.2491,0.5269,0.8253,0.4598
Rock County,0.07,0.1594,0.1696,0.4887,0.1304
Roseau County,0.139,0.4069,0.3016,0.5097,0.2504
St. Louis County,0.2542,0.0964,0.2816,0.7684,0.3054
Scott County,0.0175,0.4359,0.5616,0.1807,0.1034
Sherburne County,0.0245,0.3799,0.3592,0.2612,0.1047
Sibley County,0.0624,0.168,0.3675,0.3293,0.1139
Stearns County,0.2673,0.3035,0.4725,0.8473,0.4572
Steele County,0.1562,0.524,0.4273,0.5247,0.3105
Stevens County,0.0732,0.1435,0.42,0.5555,0.1728
Swift County,0.3204,0.9618,0.3503,0.3487,0.5119
Todd County,0.4031,0.7763,0.363,0.7331,0.5915
Traverse County,0.0713,0.4257,0.3977,0.3691,0.1829
Wabasha County,0.0449,0.3293,0.0983,0.2949,0.0986
Wadena County,0.5027,0.7604,0.2265,0.9822,0.7448
Waseca County,0.1158,0.4973,0.3388,0.3818,0.2195
Washington County,0.0134,0.1938,0.5326,0.1263,0.0503
Watonwan County,0.5199,0.7261,0.6701,0.6557,0.6583
Wilkin County,0.1629,0.0729,0.2164,0.4941,0.1556
Winona County,0.2208,0.0134,0.2816,0.8664,0.2377
Wright County,0.0165,0.1149,0.2914,0.0827,0.0235
Yellow Medicine County,0.076,0.5829,0.335,0.483,0.237
Adams County,0.9523,0.9402,0.936,0.8393,0.971
Alcorn County,0.9494,0.6761,0.5161,0.8785,0.8944
Amite County,0.7808,0.9348,0.8027,0.3646,0.7894
Attala County,0.9411,0.8893,0.8549,0.8603,0.957
Benton County,0.8212,0.7913,0.7821,0.4219,0.7725
Bolivar County,0.9927,0.8883,0.9567,0.9583,0.994
Calhoun County,0.7964,0.9844,0.7378,0.7066,0.8988
Carroll County,0.7884,0.3653,0.7442,0.5947,0.7
Chickasaw County,0.8664,0.9838,0.8759,0.8081,0.9542
Choctaw County,0.9074,0.7286,0.7028,0.4305,0.7932
Claiborne County,0.9714,0.0137,0.9924,0.9427,0.819
Clarke County,0.8759,0.9087,0.7521,0.3156,0.8021
Clay County,0.9825,0.2879,0.93,0.3649,0.7913
Coahoma County,0.9933,0.9045,0.9822,0.8896,0.9895
Copiah County,0.8034,0.3719,0.9017,0.8148,0.7976
Covington County,0.8947,0.6678,0.7894,0.3758,0.7674
DeSoto County,0.3847,0.51,0.7859,0.1289,0.3563
Forrest County,0.923,0.7346,0.8101,0.9758,0.9497
Franklin County,0.5568,0.915,0.7537,0.1597,0.5787
George County,0.9045,0.728,0.3961,0.7591,0.8384
Greene County,0.888,0.1308,0.6538,0.8969,0.7776
Grenada County,0.9093,0.6885,0.8616,0.6306,0.8492
Hancock County,0.5959,0.4343,0.4445,0.3236,0.4776
Harrison County,0.9246,0.9093,0.756,0.7525,0.9182
Hinds County,0.9437,0.5686,0.9771,0.8638,0.9154
Holmes County,0.994,0.875,0.9879,0.945,0.992
Humphreys County,0.9997,0.9297,0.9815,0.5927,0.9787
Issaquena County,0.9879,0.0767,0.9682,0.9994,0.9539
Itawamba County,0.3446,0.0773,0.328,0.4251,0.2463
Jackson County,0.8533,0.929,0.7066,0.4442,0.8288
Jasper County,0.5227,0.7591,0.8969,0.4139,0.6281
Jefferson County,0.9084,0.5822,0.9901,0.8619,0.8991
Jefferson Davis County,0.9749,0.6831,0.9332,0.4903,0.8743
Jones County,0.6666,0.916,0.7321,0.6319,0.791
Kemper County,0.9615,0.7054,0.9472,0.8998,0.95
Lafayette County,0.5686,0.0057,0.6656,0.8578,0.4391
Lamar County,0.6662,0.637,0.6373,0.3627,0.6032
Lauderdale County,0.9249,0.8097,0.8638,0.9612,0.959
Lawrence County,0.9405,0.9596,0.735,0.2479,0.8505
Leake County,0.8692,0.9695,0.882,0.8606,0.9574
Lee County,0.6758,0.7016,0.7391,0.6815,0.7455
Leflore County,0.9962,0.5485,0.9806,0.763,0.9411
Lincoln County,0.6551,0.2739,0.7019,0.6252,0.6042
Lowndes County,0.8559,0.3522,0.8718,0.5787,0.7521
Madison County,0.2937,0.3656,0.8323,0.2883,0.3554
Marion County,0.9847,0.6004,0.7423,0.6879,0.8928
Marshall County,0.8832,0.7133,0.8848,0.7388,0.8699
Monroe County,0.7512,0.5457,0.7066,0.3054,0.6163
Montgomery County,0.9774,0.8428,0.8591,0.8295,0.9599
Neshoba County,0.9087,0.8902,0.804,0.8893,0.9402
Newton County,0.6882,0.6411,0.7922,0.4747,0.6793
Noxubee County,0.9946,0.9653,0.973,0.4919,0.964
Oktibbeha County,0.8463,0.0407,0.819,0.812,0.6939
Panola County,0.9771,0.6615,0.8851,0.455,0.8626
Pearl River County,0.7604,0.8422,0.5231,0.3417,0.6907
Perry County,0.7846,0.7159,0.5679,0.4057,0.6914
Pike County,0.979,0.7922,0.9077,0.9733,0.9812
Pontotoc County,0.5679,0.8804,0.6077,0.3035,0.6087
Prentiss County,0.6303,0.7744,0.5317,0.6389,0.6993
Quitman County,0.9959,0.4645,0.9749,0.8867,0.9551
Rankin County,0.3166,0.3436,0.636,0.4225,0.3732
Scott County,0.8877,0.9936,0.8769,0.5177,0.9217
Sharkey County,0.9854,0.8027,0.9707,0.9494,0.9838
Simpson County,0.8632,0.8186,0.7668,0.3583,0.7808
Smith County,0.6293,0.8708,0.6249,0.5504,0.7251
Stone County,0.8355,0.6157,0.5892,0.9408,0.8587
Sunflower County,0.986,0.5068,0.9777,0.8091,0.9303
Tallahatchie County,0.9809,0.5336,0.9437,0.7639,0.9141
Tate County,0.951,0.5724,0.7321,0.84,0.8915
Tippah County,0.924,0.9061,0.574,0.6815,0.8839
Tishomingo County,0.8094,0.9465,0.2485,0.4073,0.7467
Tunica County,0.9952,0.2943,0.9838,0.9666,0.9602
Union County,0.6109,0.9306,0.5727,0.4403,0.6977
Walthall County,0.936,0.9577,0.8543,0.4448,0.8982
Warren County,0.7496,0.9386,0.8858,0.5285,0.8279
Washington County,0.9965,0.9784,0.9758,0.8836,0.9971
Wayne County,0.9446,0.9739,0.8075,0.4607,0.9119
Webster County,0.7919,0.6866,0.5542,0.2068,0.6112
Wilkinson County,0.8498,0.6446,0.9672,0.6497,0.8349
Winston County,0.8591,0.8438,0.8734,0.6036,0.8543
Yalobusha County,0.7976,0.7725,0.8031,0.3799,0.7429
Yazoo County,0.9968,0.8396,0.945,0.9952,0.9975
Adair County,0.6494,0.0143,0.342,0.6837,0.4006
Andrew County,0.097,0.048,0.1508,0.0248,0.0169
Atchison County,0.3347,0.5399,0.0757,0.1339,0.2249
Audrain County,0.6338,0.8062,0.3802,0.7079,0.7105
Barry County,0.672,0.749,0.5094,0.2568,0.5768
Barton County,0.9208,0.8183,0.2628,0.1788,0.6767
Bates County,0.8027,0.5698,0.1985,0.7261,0.7114
Benton County,0.7222,0.4079,0.1753,0.4827,0.5364
Bollinger County,0.6869,0.3373,0.1037,0.2771,0.4241
Boone County,0.3968,0.062,0.5711,0.7776,0.4244
Buchanan County,0.7541,0.7639,0.5094,0.8845,0.8218
Butler County,0.9402,0.6265,0.3888,0.7563,0.8412
Caldwell County,0.5212,0.1966,0.1457,0.3191,0.3163
Callaway County,0.4445,0.0589,0.3217,0.3169,0.2447
Camden County,0.5428,0.2892,0.1572,0.294,0.3493
Cape Girardeau County,0.3551,0.0598,0.4378,0.6147,0.3099
Carroll County,0.3019,0.1285,0.1037,0.1556,0.1378
Carter County,0.8005,0.3353,0.1696,0.2348,0.4823
Cass County,0.1868,0.2981,0.4165,0.0608,0.1257
Cedar County,0.756,0.5975,0.1696,0.6809,0.6643
Chariton County,0.2052,0.3891,0.1094,0.2065,0.1747
Christian County,0.1724,0.2641,0.2294,0.1047,0.1107
Clark County,0.4381,0.154,0.0264,0.4031,0.265
Clay County,0.2218,0.4556,0.546,0.2514,0.2692
Clinton County,0.3618,0.1772,0.182,0.1136,0.1661
Cole County,0.1161,0.1877,0.525,0.4696,0.2049
Cooper County,0.4448,0.3245,0.3592,0.3828,0.3716
Crawford County,0.9179,0.4104,0.1572,0.4773,0.657
Dade County,0.7894,0.3013,0.1572,0.6338,0.595
Dallas County,0.8031,0.6662,0.1276,0.2176,0.5466
Daviess County,0.5514,0.3213,0.0379,0.7884,0.5157
DeKalb County,0.2243,0.0293,0.4356,0.4559,0.1753
Dent County,0.7388,0.7569,0.1861,0.5374,0.6551
Douglas County,0.8702,0.8196,0.1225,0.1448,0.5969
Dunklin County,0.9424,0.993,0.5778,0.8291,0.9707
Franklin County,0.2851,0.07,0.2536,0.0964,0.1066
Gasconade County,0.2024,0.4085,0.0757,0.4836,0.2488
Gentry County,0.5711,0.2358,0.0627,0.5129,0.4066
Greene County,0.5835,0.1034,0.4085,0.8272,0.5317
Grundy County,0.7375,0.7031,0.1409,0.6748,0.679
Harrison County,0.4015,0.8113,0.0983,0.3637,0.4378
Henry County,0.7674,0.8527,0.1928,0.3691,0.6526
Hickory County,0.9669,0.6182,0.1037,0.1298,0.6157
Holt County,0.2545,0.5765,0.0627,0.084,0.1705
Howard County,0.4423,0.3458,0.3723,0.3029,0.35
Howell County,0.9096,0.7149,0.1572,0.6271,0.7693
Iron County,0.6242,0.7331,0.1928,0.5778,0.6074
Jackson County,0.6612,0.5899,0.7684,0.5829,0.6866
Jasper County,0.7531,0.7703,0.489,0.6344,0.7451
Jefferson County,0.1931,0.2151,0.2816,0.0983,0.1136
Johnson County,0.5142,0.0484,0.4416,0.5873,0.3815
Knox County,0.6583,0.3382,0.0983,0.0509,0.2679
Laclede County,0.8101,0.861,0.2444,0.503,0.7327
Lafayette County,0.1247,0.3754,0.2587,0.1094,0.1101
Lawrence County,0.8352,0.7661,0.3723,0.5027,0.7362
Lewis County,0.6328,0.0286,0.2109,0.7932,0.4486
Lincoln County,0.2316,0.4222,0.1928,0.1925,0.1976
Linn County,0.2682,0.3007,0.0932,0.0687,0.1263
Livingston County,0.3519,0.2854,0.2164,0.4394,0.3073
McDonald County,0.9596,0.8581,0.6701,0.5854,0.8899
Macon County,0.3773,0.6287,0.182,0.2549,0.3388
Madison County,0.5612,0.7299,0.1094,0.4181,0.5097
Maries County,0.7423,0.4292,0.1276,0.2835,0.4814
Marion County,0.3182,0.4865,0.2984,0.6627,0.4368
Mercer County,0.4728,0.6962,0.1572,0.4852,0.4878
Miller County,0.5237,0.2914,0.0932,0.4276,0.3793
Mississippi County,0.9586,0.8851,0.658,0.6844,0.9106
Moniteau County,0.3882,0.4884,0.3248,0.8288,0.5367
Monroe County,0.4289,0.6064,0.2164,0.6656,0.5059
Montgomery County,0.4235,0.6367,0.1696,0.4104,0.4187
Morgan County,0.853,0.8393,0.1572,0.9481,0.8657
New Madrid County,0.812,0.9045,0.5915,0.4706,0.7891
Newton County,0.5628,0.4435,0.489,0.6354,0.5682
Nodaway County,0.3675,0.0102,0.1654,0.6538,0.2151
Oregon County,0.8941,0.7273,0.1339,0.3112,0.6589
Osage County,0.0188,0.0258,0.0057,0.2517,0.0181
Ozark County,0.9224,0.3099,0.0821,0.3045,0.5632
Pemiscot County,0.9901,0.9415,0.7105,0.5122,0.9364
Perry County,0.5164,0.2284,0.0983,0.3315,0.3175
Pettis County,0.6188,0.84,0.4636,0.6074,0.6936
Phelps County,0.6309,0.3544,0.3977,0.8361,0.6402
Pike County,0.5122,0.7321,0.3217,0.9459,0.7216
Platte County,0.104,0.3379,0.5488,0.2078,0.1632
Polk County,0.7289,0.3869,0.1861,0.7047,0.6077
Pulaski County,0.5479,0.419,0.6793,0.9049,0.6927
Putnam County,0.2409,0.63,0.0525,0.5151,0.3258
Ralls County,0.377,0.1489,0.1409,0.0363,0.1168
Randolph County,0.7267,0.4556,0.3649,0.6179,0.6268
Ray County,0.2911,0.1273,0.1572,0.0468,0.0932
Reynolds County,0.8575,0.3882,0.1985,0.5301,0.6354
Ripley County,0.8231,0.4384,0.1572,0.1441,0.476
St. Charles County,0.0178,0.0764,0.4308,0.118,0.034
St. Clair County,0.5877,0.7486,0.1696,0.6688,0.6182
Ste. Genevieve County,0.1734,0.3029,0.0881,0.2669,0.1537
St. Francois County,0.7426,0.4636,0.2733,0.889,0.7257
St. Louis County,0.2227,0.4289,0.7458,0.3767,0.3401
Saline County,0.3694,0.4314,0.5616,0.4928,0.44
Schuyler County,0.2122,0.3525,0.0379,0.468,0.2329
Scotland County,0.6395,0.2529,0.007,0.1963,0.3169
Scott County,0.615,0.6923,0.4973,0.6548,0.665
Shannon County,0.6052,0.266,0.1508,0.4833,0.4429
Shelby County,0.4295,0.4874,0.0675,0.5014,0.3968
Stoddard County,0.6952,0.5994,0.119,0.1514,0.4359
Stone County,0.734,0.203,0.1037,0.3436,0.4337
Sullivan County,0.4244,0.4919,0.5854,0.5638,0.5068
Taney County,0.7887,0.5969,0.377,0.9071,0.7941
Texas County,0.9675,0.5183,0.2854,0.8702,0.8575
Vernon County,0.6627,0.5717,0.1339,0.5934,0.5733
Warren County,0.3719,0.0881,0.2781,0.1518,0.1689
Washington County,0.8085,0.7327,0.2109,0.8571,0.7957
Wayne County,0.9233,0.2587,0.1654,0.6122,0.6675
Webster County,0.5555,0.5122,0.2062,0.6675,0.5437
Worth County,0.1731,0.7375,0.0337,0.2291,0.2237
Wright County,0.915,0.9564,0.1457,0.2329,0.749
St. Louis City,0.8161,0.3668,0.8941,0.8438,0.8139
Beaverhead County,0.307,0.041,0.3166,0.4343,0.2043
Big Horn County,0.8861,0.0977,0.9714,0.7661,0.7646
Blaine County,0.9055,0.8721,0.9036,0.8982,0.9443
Broadwater County,0.4913,0.0328,0.314,0.0076,0.0827
Carbon County,0.342,0.2615,0.2109,0.0258,0.1241
Carter County,0.5084,0.0675,0.1409,0.7681,0.4069
Cascade County,0.3357,0.3439,0.4613,0.6761,0.4435
Chouteau County,0.28,0.1222,0.5892,0.3726,0.2584
Custer County,0.196,0.2806,0.3086,0.7989,0.3589
Daniels County,0.153,0.1759,0.2692,0.1909,0.1228
Dawson County,0.0124,0.147,0.2294,0.441,0.0764
Deer Lodge County,0.6144,0.6656,0.3016,0.7073,0.6417
Fallon County,0.035,0.1028,0.1508,0.7938,0.1508
Fergus County,0.3548,0.091,0.1409,0.8772,0.3837
Flathead County,0.3108,0.0776,0.2444,0.3929,0.2094
Gallatin County,0.2129,0.0013,0.2984,0.4693,0.0783
Garfield County,0.1915,0.0496,0.0025,0.1648,0.0652
Glacier County,0.9583,0.8403,0.9634,0.9529,0.9752
Golden Valley County,0.2886,0.0916,0.4165,0.1304,0.1451
Granite County,0.4871,0.0792,0.1225,0.2421,0.2246
Hill County,0.3723,0.321,0.6923,0.5103,0.4419
Jefferson County,0.0757,0.1807,0.2364,0.35,0.1158
Judith Basin County,0.1483,0.3207,0.1753,0.0099,0.049
Lake County,0.8113,0.8587,0.7308,0.3223,0.7541
Lewis and Clark County,0.1772,0.1276,0.2984,0.4496,0.1906
Liberty County,0.4852,0.9421,0.0048,0.7751,0.6592
Lincoln County,0.8489,0.4874,0.2444,0.2459,0.5628
McCone County,0.0076,0.0725,0.2733,0.0605,0.0121
Madison County,0.1454,0.0299,0.2234,0.3592,0.098
Meagher County,0.1088,0.0379,0.1861,0.0309,0.0188
Mineral County,0.3328,0.343,0.2816,0.1521,0.2218
Missoula County,0.3481,0.0181,0.3697,0.7296,0.2762
Musselshell County,0.3427,0.273,0.2733,0.1928,0.2278
Park County,0.3287,0.021,0.1928,0.4028,0.1623
Petroleum County,0.0255,0.0045,0.0016,0.043,0.0013
Phillips County,0.188,0.3188,0.4839,0.2262,0.2081
Pondera County,0.6837,0.7582,0.5444,0.8861,0.7967
Powder River County,0.1919,0.0789,0.2214,0.3875,0.1521
Powell County,0.1807,0.0544,0.3592,0.7159,0.2319
Prairie County,0.5495,0.3793,0.2984,0.1884,0.3567
Ravalli County,0.3306,0.1607,0.2854,0.0888,0.1511
Richland County,0.2647,0.139,0.363,0.5132,0.2644
Roosevelt County,0.7515,0.1724,0.9504,0.9042,0.7665
Rosebud County,0.9205,0.8839,0.8629,0.8536,0.9408
Sanders County,0.8263,0.385,0.3217,0.3643,0.5778
Sheridan County,0.2046,0.2304,0.3016,0.2052,0.1642
Silver Bow County,0.4273,0.4403,0.2984,0.5797,0.4534
Stillwater County,0.0379,0.2689,0.2234,0.147,0.0608
Sweet Grass County,0.0678,0.1142,0.2485,0.028,0.0242
Teton County,0.3633,0.1919,0.1985,0.6825,0.3662
Toole County,0.6112,0.0703,0.4273,0.959,0.6023
Treasure County,0.0859,0.0745,0.0757,0.3143,0.0719
Valley County,0.1998,0.3283,0.4416,0.2081,0.2027
Wheatland County,0.3395,0.1569,0.119,0.0745,0.1273
Wibaux County,0.1775,0.7471,0.3446,0.2281,0.273
Yellowstone County,0.2094,0.2501,0.4416,0.546,0.2889
Adams County,0.2157,0.8018,0.4569,0.6277,0.4769
Antelope County,0.0573,0.6592,0.0881,0.0601,0.0767
Arthur County,0.0795,0.4486,0.1508,0.077,0.0751
Banner County,0.0372,0.4512,0.2214,0.0006,0.0124
Blaine County,0.2008,0.5043,0,0.0156,0.0799
Boone County,0.022,0.2463,0.0337,0.0321,0.0162
Box Butte County,0.3716,0.5218,0.5269,0.615,0.4963
Boyd County,0.126,0.3471,0.1753,0.0305,0.0601
Brown County,0.3013,0.3255,0.2364,0.0531,0.1444
Buffalo County,0.2924,0.4149,0.4165,0.5412,0.3828
Burt County,0.2399,0.5908,0.2399,0.0703,0.1798
Butler County,0.0557,0.5988,0.2323,0.0487,0.0738
Cass County,0.0955,0.0605,0.2164,0.0722,0.0379
Cedar County,0.0162,0.1441,0.0299,0.0165,0.0067
Chase County,0.3102,0.7057,0.5778,0.056,0.272
Cherry County,0.1947,0.1718,0.4416,0.6936,0.3016
Cheyenne County,0.329,0.1215,0.3649,0.5005,0.2857
Clay County,0.1069,0.6637,0.3503,0.0137,0.0942
Colfax County,0.3363,0.4862,0.8839,0.1664,0.364
Cuming County,0.0964,0.5081,0.3697,0.0235,0.0795
Custer County,0.1769,0.6233,0.1457,0.0684,0.1425
Dakota County,0.5065,0.6214,0.8925,0.8517,0.7321
Dawes County,0.2517,0.4992,0.4222,0.3713,0.3156
Dawson County,0.5138,0.8069,0.8171,0.7264,0.7311
Deuel County,0.3385,0.1728,0.4356,0.0016,0.063
Dixon County,0.3401,0.8683,0.4871,0.1142,0.3789
Dodge County,0.3392,0.9122,0.5231,0.3541,0.5135
Douglas County,0.4461,0.6236,0.6962,0.657,0.594
Dundy County,0.0398,0.1451,0.0032,0.0315,0.0156
Fillmore County,0.0067,0.0385,0.1409,0.0776,0.0083
Franklin County,0.1438,0.3589,0.0932,0.1403,0.1129
Frontier County,0.265,0.3898,0.1928,0.5406,0.3153
Furnas County,0.2281,0.532,0.1861,0.1432,0.1931
Gage County,0.1969,0.4989,0.1409,0.3271,0.2307
Garden County,0.5482,0.9453,0.1276,0.0528,0.42
Garfield County,0.042,0.1012,0.0299,0.3274,0.0557
Gosper County,0.1435,0.0296,0.1276,0.0535,0.0293
Grant County,0.2921,0.0811,0.014,0.3748,0.168
Greeley County,0.0636,0.6306,0.0455,0.0372,0.062
Hall County,0.6487,0.882,0.7378,0.496,0.7343
Hamilton County,0.0433,0.3471,0.1276,0.0105,0.0229
Harlan County,0.1263,0.9275,0.1508,0.4066,0.3312
Hayes County,0.0617,0.616,0.1985,0.0172,0.0547
Hitchcock County,0.1346,0.8791,0.1753,0.2192,0.2574
Holt County,0.0929,0.6227,0.2062,0.0729,0.1098
Hooker County,0.1196,0.0172,0.314,0.4782,0.1021
Howard County,0.1597,0.7849,0.2109,0.154,0.2202
Jefferson County,0.2934,0.7191,0.2164,0.1502,0.2736
Johnson County,0.0958,0.7798,0.5326,0.3509,0.2927
Kearney County,0.0283,0.5444,0.2733,0.1836,0.1028
Keith County,0.2269,0.5412,0.3217,0.2606,0.2603
Keya Paha County,0.1276,0.2797,0.021,0.0041,0.0226
Kimball County,0.6971,0.5571,0.4569,0.0725,0.4308
Knox County,0.1864,0.7747,0.4445,0.1683,0.2717
Lancaster County,0.2755,0.2905,0.5371,0.6647,0.4031
Lincoln County,0.3748,0.7782,0.3939,0.3675,0.4617
Logan County,0.057,0.2192,0.3649,0.0541,0.0471
Loup County,0.2237,0.6567,0.4556,0.0576,0.202
McPherson County,0.0239,0.0118,0.0006,0.0223,0.0016
Madison County,0.2284,0.6605,0.5501,0.6529,0.4633
Merrick County,0.2405,0.5953,0.2399,0.0955,0.1947
Morrill County,0.434,0.5635,0.5161,0.0904,0.3143
Nance County,0.1976,0.2183,0.1094,0.0121,0.05
Nemaha County,0.5953,0.2342,0.2781,0.5536,0.4712
Nuckolls County,0.083,0.0414,0.1572,0.0264,0.014
Otoe County,0.0993,0.902,0.3847,0.2173,0.2698
Pawnee County,0.4442,0.9249,0.0983,0.3153,0.49
Perkins County,0.1801,0.546,0.1985,0.0764,0.14
Phelps County,0.174,0.5094,0.2485,0.6309,0.3242
Pierce County,0.0684,0.5215,0.0407,0.0169,0.0439
Platte County,0.2103,0.7493,0.6013,0.3105,0.371
Polk County,0.0706,0.2813,0.2628,0.0404,0.0477
Red Willow County,0.3353,0.3576,0.2781,0.5062,0.3522
Richardson County,0.4133,0.5784,0.2399,0.1244,0.2883
Rock County,0.041,0.3812,0.0019,0.07,0.0423
Saline County,0.3878,0.7082,0.7003,0.3624,0.4989
Sarpy County,0.0417,0.3551,0.5488,0.0748,0.0776
Saunders County,0.0143,0.1527,0.0983,0.0337,0.0108
Scotts Bluff County,0.5367,0.9507,0.6599,0.5733,0.7356
Seward County,0.0321,0.071,0.0757,0.4095,0.0563
Sheridan County,0.2825,0.4318,0.5352,0.3891,0.3462
Sherman County,0.273,0.5714,0.0983,0.2774,0.2641
Sioux County,0.3439,0.5676,0.1572,0.315,0.3204
Stanton County,0.0057,0.0907,0.2879,0.013,0.0054
Thayer County,0.1368,0.3554,0.1094,0.1966,0.1301
Thomas County,0.0213,0.0207,0.3675,0.0038,0.0019
Thurston County,0.7786,0.6188,0.9443,0.6831,0.798
Valley County,0.0824,0.5842,0.0115,0.2851,0.1464
Washington County,0.0302,0.1187,0.0983,0.0379,0.0143
Wayne County,0.2596,0.0601,0.3166,0.3013,0.1626
Webster County,0.0461,0.1814,0.2914,0.0493,0.0375
Wheeler County,0.105,0.1209,0.0013,0.0617,0.0385
York County,0.0407,0.1479,0.2959,0.5682,0.1359
Churchill County,0.5161,0.7703,0.6516,0.5317,0.6271
Clark County,0.8969,0.6647,0.9217,0.7127,0.8635
Douglas County,0.2046,0.4448,0.5558,0.1231,0.2059
Elko County,0.4057,0.5721,0.741,0.7817,0.6185
Esmeralda County,0.8638,0.7028,0.7436,0.9567,0.9077
Eureka County,0.147,0.8339,0.4814,0.5692,0.4254
Humboldt County,0.5056,0.6793,0.735,0.5495,0.616
Lander County,0.413,0.9135,0.678,0.363,0.5762
Lincoln County,0.3175,0.5472,0.4569,0.9255,0.5749
Lyon County,0.7229,0.6602,0.6424,0.1737,0.5593
Mineral County,0.7935,0.5829,0.8139,0.0738,0.5501
Nye County,0.8339,0.8606,0.6503,0.469,0.7954
Pershing County,0.539,0.3341,0.7423,0.901,0.6761
Storey County,0.3732,0.476,0.4779,0.0108,0.1836
Washoe County,0.6322,0.3983,0.776,0.7849,0.6971
White Pine County,0.1279,0.2835,0.6538,0.4524,0.2498
Carson City,0.6771,0.6965,0.7308,0.9755,0.8508
Belknap County,0.2033,0.2342,0.1094,0.2221,0.1454
Carroll County,0.3761,0.1266,0.0579,0.1123,0.1406
Cheshire County,0.2291,0.0248,0.1457,0.5988,0.1702
Coos County,0.5377,0.3038,0.0881,0.72,0.4862
Grafton County,0.2148,0.084,0.328,0.6997,0.2619
Hillsborough County,0.224,0.097,0.4973,0.4391,0.2234
Merrimack County,0.1635,0.0815,0.2444,0.6701,0.2109
Rockingham County,0.0595,0.0175,0.2692,0.1161,0.02
Strafford County,0.2074,0.0086,0.335,0.7321,0.1833
Sullivan County,0.3847,0.0659,0.1457,0.3882,0.2186
Atlantic County,0.7712,0.679,0.8317,0.9026,0.853
Bergen County,0.3191,0.1553,0.8501,0.651,0.4372
Burlington County,0.1829,0.2004,0.7261,0.3299,0.2434
Camden County,0.665,0.784,0.8396,0.7025,0.7795
Cape May County,0.3885,0.3729,0.4445,0.3201,0.3541
Cumberland County,0.9418,0.8934,0.8976,0.9726,0.9793
Essex County,0.8982,0.7566,0.9644,0.9478,0.9415
Gloucester County,0.2141,0.2469,0.5867,0.2259,0.2173
Hudson County,0.8241,0.1785,0.9669,0.8365,0.7827
Hunterdon County,0.0388,0.0592,0.4725,0.0846,0.035
Mercer County,0.5597,0.4053,0.8864,0.9383,0.7445
Middlesex County,0.496,0.2361,0.9201,0.9198,0.6647
Monmouth County,0.202,0.1254,0.6223,0.3338,0.2138
Morris County,0.1142,0.097,0.6847,0.3614,0.1667
Ocean County,0.3668,0.609,0.4699,0.3385,0.4133
Passaic County,0.917,0.6866,0.922,0.8737,0.9112
Salem County,0.6134,0.7073,0.6402,0.5842,0.6739
Somerset County,0.1381,0.1072,0.8549,0.2969,0.1912
Sussex County,0.1339,0.0391,0.4741,0.0509,0.0458
Union County,0.7579,0.6118,0.9325,0.7665,0.8145
Warren County,0.287,0.1269,0.5558,0.3077,0.245
Bernalillo County,0.7296,0.6564,0.9364,0.7168,0.7929
Catron County,0.4384,0.4524,0.5406,0.4206,0.4483
Chaves County,0.8683,0.9854,0.9389,0.8864,0.9701
Cibola County,0.8435,0.9497,0.9844,0.9555,0.9663
Colfax County,0.5775,0.6513,0.8874,0.9341,0.7989
